customer_id,signup_date,zone,area,home_lat,home_lng,vehicle_size,is_subscriber,total_bookings,avg_rating,complaints,days_since_last_booking,churned
U01949,2025-06-14,east,Sector 56,28.41395,77.09158,hatchback,0,2,3.0,0,288,
U01950,2025-11-22,north,Cyber Hub,28.5024,77.09762,suv,0,7,4.0,0,22,
U01951,2024-03-08,north,Cyber Hub,28.49417,77.09885,suv,0,7,4.14,0,164,
U01952,2024-02-24,north,Cyber Hub,28.49817,77.06163,sedan,1,20,3.8,1,10,0
U01953,2024-05-13,south,Sohna Road,28.39726,77.05281,sedan,0,14,3.71,0,1,
U01954,2024-01-17,north,Golf Course Road,28.44017,77.09712,sedan,1,35,3.69,1,103,0
U01955,2024-07-04,west,Palam Vihar,28.52807,77.04457,hatchback,0,9,3.78,0,13,
U01956,2025-07-06,west,Palam Vihar,28.53151,77.01875,suv,1,29,3.59,0,4,0
U01957,2025-08-13,north,Cyber Hub,28.4782,77.08718,hatchback,0,3,4.67,0,51,
U01958,2024-11-13,north,DLF Phase 3,28.49079,77.07814,sedan,0,9,3.89,0,108,
U01959,2024-07-20,north,Udyog Vihar,28.4912,77.08839,hatchback,0,12,3.5,0,78,
U01960,2024-06-18,north,DLF Phase 3,28.48024,77.09238,hatchback,1,30,3.47,1,11,0
U01961,2025-03-20,north,Golf Course Road,28.4559,77.10157,hatchback,0,10,4.1,0,2,
U01962,2025-09-18,north,Udyog Vihar,28.47977,77.09002,hatchback,0,8,3.12,0,54,
U01963,2025-07-13,north,Cyber Hub,28.48664,77.06868,suv,0,15,3.73,1,196,
U01964,2025-12-02,north,Golf Course Road,28.43261,77.12388,suv,0,6,3.83,0,112,
U01965,2024-12-16,north,Cyber Hub,28.50013,77.08723,hatchback,1,18,3.44,0,30,0
U01966,2025-07-28,south,Sohna Road,28.42127,77.05237,sedan,0,5,3.8,0,152,
U01967,2025-12-02,west,Palam Vihar,28.49659,77.02751,sedan,0,9,3.22,0,17,
U01968,2025-07-08,west,Palam Vihar,28.5237,77.03539,hatchback,0,11,3.27,0,1,
U01969,2024-07-16,north,Golf Course Road,28.43909,77.09644,hatchback,0,5,4.4,0,12,
U01970,2024-06-04,west,Sector 14,28.46193,77.04178,hatchback,0,12,4.58,0,60,
U01971,2024-08-31,north,DLF Phase 3,28.49337,77.11952,hatchback,1,30,4.4,0,22,1
U01972,2025-01-03,north,Udyog Vihar,28.49987,77.08196,sedan,0,8,4.12,0,107,
U01973,2025-08-24,west,New Gurgaon,28.41864,76.98317,hatchback,0,8,4.5,0,30,
U01974,2024-11-17,north,DLF Phase 3,28.51115,77.10504,suv,0,8,4.0,0,30,
U01975,2025-11-08,south,Manesar,28.38255,76.92954,suv,1,31,3.55,1,9,0
U01976,2025-11-04,west,Palam Vihar,28.49572,77.01163,hatchback,0,9,3.44,0,133,
U01977,2025-04-29,west,Palam Vihar,28.49505,77.03153,hatchback,1,21,3.81,0,19,0
U01978,2024-12-31,west,New Gurgaon,28.41313,76.96939,sedan,0,6,3.5,0,224,
U01979,2025-08-19,south,Sohna Road,28.40229,77.04343,suv,0,7,4.29,0,15,
U01980,2024-08-14,west,New Gurgaon,28.40676,76.99936,suv,1,25,3.72,0,4,1
U01981,2024-08-28,north,Golf Course Road,28.45131,77.12388,hatchback,1,40,3.5,1,10,0
U01982,2024-06-22,north,Cyber Hub,28.50014,77.08095,sedan,0,9,3.44,0,39,
U01983,2025-09-13,south,Manesar,28.35312,76.94592,suv,1,42,3.33,7,60,1
U01984,2025-04-14,north,DLF Phase 3,28.50126,77.09499,sedan,1,21,4.38,0,10,0
U01985,2025-03-11,north,Cyber Hub,28.5167,77.10413,sedan,1,22,4.5,0,10,0
U01986,2025-06-07,west,Sector 14,28.47202,77.04374,sedan,1,25,3.88,0,63,1
U01987,2025-10-08,north,Udyog Vihar,28.49129,77.08977,sedan,0,9,4.0,0,112,
U01988,2024-07-24,north,DLF Phase 3,28.49384,77.09901,hatchback,0,8,4.0,0,89,
U01989,2024-12-12,north,DLF Phase 3,28.50183,77.09685,hatchback,0,8,3.75,0,243,
U01990,2024-07-16,west,New Gurgaon,28.41184,76.96559,suv,0,6,3.67,0,151,
U01991,2024-02-05,south,Manesar,28.36494,76.93406,sedan,0,6,3.33,1,73,
U01992,2025-08-24,north,DLF Phase 3,28.47856,77.09801,hatchback,0,9,4.0,0,17,
U01993,2024-07-24,west,Sector 14,28.45849,77.02837,sedan,0,14,4.07,0,132,
U01994,2024-03-30,south,Manesar,28.37375,76.93867,hatchback,0,5,2.6,2,251,
U01995,2025-02-01,south,Sohna Road,28.40044,77.04064,hatchback,0,7,4.0,0,21,
U01996,2024-01-24,south,Sohna Road,28.39704,77.05666,suv,1,36,4.28,0,23,0
U01997,2025-01-11,south,Sohna Road,28.43337,77.04202,suv,0,7,4.71,0,18,
U01998,2024-01-07,south,Sohna Road,28.4096,77.05247,hatchback,0,4,4.25,0,234,
U01999,2025-11-22,west,New Gurgaon,28.41171,76.99541,sedan,0,11,4.18,0,47,
U02000,2024-05-27,west,New Gurgaon,28.40031,76.98018,suv,1,27,4.3,0,0,1
U02001,2025-11-20,west,New Gurgaon,28.41379,76.99177,sedan,0,8,3.5,1,41,
U02002,2024-03-29,north,Golf Course Road,28.41941,77.07867,sedan,1,30,3.77,0,13,1
U02003,2024-07-27,north,Udyog Vihar,28.48975,77.08594,hatchback,0,10,3.3,0,67,
U02004,2024-08-08,south,Sohna Road,28.38574,77.04359,suv,1,27,4.7,0,11,0
U02005,2025-07-03,north,Golf Course Road,28.4536,77.11017,hatchback,1,27,4.19,0,64,1
U02006,2025-11-06,east,Sector 56,28.40759,77.08404,suv,0,8,4.0,0,3,
U02007,2024-12-18,south,Sohna Road,28.39962,77.01683,sedan,1,26,4.15,0,46,0
U02008,2025-01-03,north,Cyber Hub,28.49828,77.09259,suv,1,25,3.24,2,2,1
U02009,2024-05-04,west,New Gurgaon,28.43031,76.9687,hatchback,0,7,3.0,2,32,
U02010,2024-12-29,south,Manesar,28.34706,76.9495,sedan,0,8,3.12,1,123,
U02011,2024-12-30,north,Udyog Vihar,28.49733,77.0664,hatchback,1,32,3.84,0,21,0
U02012,2025-03-27,north,Cyber Hub,28.47412,77.08621,hatchback,1,31,3.74,0,18,0
U02013,2024-07-27,north,Udyog Vihar,28.50502,77.07139,sedan,1,32,4.0,0,0,0
U02014,2025-02-25,west,New Gurgaon,28.4116,76.98122,hatchback,0,14,4.0,0,108,
U02015,2025-01-28,west,New Gurgaon,28.43256,76.98228,sedan,0,8,3.75,0,118,
U02016,2024-05-17,north,Cyber Hub,28.50221,77.077,hatchback,1,40,4.33,0,20,1
U02017,2025-10-31,north,Cyber Hub,28.45622,77.0706,hatchback,0,3,4.33,0,163,
U02018,2025-11-09,south,Manesar,28.35401,76.94472,sedan,0,9,3.67,1,172,
U02019,2025-07-30,north,Cyber Hub,28.50747,77.10111,hatchback,0,7,3.43,0,21,
U02020,2024-12-29,north,DLF Phase 3,28.48334,77.08441,suv,0,9,3.67,0,10,
U02021,2024-10-14,north,Golf Course Road,28.43334,77.10814,hatchback,1,33,4.36,0,25,0
U02022,2025-10-09,north,Udyog Vihar,28.49531,77.08982,sedan,0,10,3.5,1,11,
U02023,2025-10-21,north,DLF Phase 3,28.47458,77.11116,hatchback,0,7,3.43,1,201,
U02024,2024-02-12,north,Udyog Vihar,28.5002,77.0859,hatchback,0,7,4.29,0,71,
U02025,2025-02-24,north,Golf Course Road,28.43939,77.10482,sedan,0,3,5.0,0,123,
U02026,2025-08-14,south,Manesar,28.33579,76.94481,suv,0,12,3.5,1,10,
U02027,2025-02-16,north,Cyber Hub,28.49621,77.07267,hatchback,1,27,4.59,0,22,0
U02028,2024-07-07,west,Palam Vihar,28.50608,77.03165,suv,0,9,3.33,0,80,
U02029,2024-03-18,south,Manesar,28.35578,76.94173,sedan,0,8,3.5,0,104,
U02030,2025-07-25,north,DLF Phase 3,28.4937,77.10306,hatchback,0,12,4.42,0,11,
U02031,2024-09-10,west,Palam Vihar,28.50303,77.0485,hatchback,1,20,2.95,2,19,0
U02032,2024-05-15,west,Palam Vihar,28.52975,77.03229,hatchback,1,25,3.48,0,1,0
U02033,2024-02-03,west,New Gurgaon,28.4259,76.97189,sedan,0,5,3.2,0,18,
U02034,2024-06-26,north,Cyber Hub,28.48903,77.11081,suv,0,6,4.17,0,21,
U02035,2025-09-26,east,Sector 56,28.41778,77.11529,suv,1,37,4.22,0,0,0
U02036,2025-11-01,north,Cyber Hub,28.46486,77.08693,sedan,1,21,4.1,0,10,1
U02037,2025-06-21,east,Sector 56,28.42826,77.1095,sedan,1,28,3.46,0,60,0
U02038,2025-06-22,west,Palam Vihar,28.49988,77.0375,sedan,0,12,3.33,1,165,
U02039,2025-08-25,north,Udyog Vihar,28.50475,77.09742,suv,0,7,4.43,0,81,
U02040,2024-03-28,east,Sector 56,28.40422,77.10767,suv,0,7,3.57,0,74,
U02041,2024-09-18,north,Cyber Hub,28.49988,77.08644,sedan,0,8,4.75,0,23,
U02042,2024-10-20,west,New Gurgaon,28.41505,76.96759,hatchback,0,5,4.2,0,63,
U02043,2025-04-23,west,Sector 14,28.47159,77.0286,sedan,0,3,4.0,0,470,
U02044,2024-05-10,north,Udyog Vihar,28.50122,77.06532,hatchback,0,5,4.4,0,4,
U02045,2024-02-29,south,Sohna Road,28.41426,77.02242,hatchback,0,13,4.62,0,67,
U02046,2025-02-23,west,Sector 14,28.4979,77.03792,sedan,0,5,3.4,0,16,
U02047,2024-09-22,west,Palam Vihar,28.52164,77.03834,sedan,1,27,3.19,4,30,0
U02048,2025-05-10,west,Palam Vihar,28.50379,77.04487,suv,1,35,3.66,0,60,0
U02049,2024-07-15,west,Sector 14,28.4881,77.03445,hatchback,1,36,3.81,0,41,0
U02050,2025-02-03,north,Udyog Vihar,28.49439,77.07151,suv,0,9,3.0,0,92,
U02051,2025-09-15,north,Udyog Vihar,28.48638,77.08923,hatchback,1,31,3.81,0,12,0
U02052,2024-08-03,south,Manesar,28.3479,76.92096,hatchback,1,27,3.63,1,30,0
U02053,2025-07-21,south,Sohna Road,28.39782,77.03509,sedan,0,3,4.33,0,12,
U02054,2025-05-24,north,DLF Phase 3,28.50136,77.09003,sedan,1,28,3.93,0,17,0
U02055,2024-01-03,north,Cyber Hub,28.50508,77.08994,suv,1,32,3.94,0,14,0
U02056,2024-04-18,north,Cyber Hub,28.52624,77.08293,suv,1,26,3.96,0,1,0
U02057,2024-01-11,north,Cyber Hub,28.50267,77.08342,sedan,0,8,4.25,0,3,
U02058,2024-02-01,south,Manesar,28.35714,76.93578,hatchback,0,13,3.08,2,35,
U02059,2024-02-05,north,DLF Phase 3,28.49395,77.09893,suv,0,6,3.17,0,97,
U02060,2025-07-16,west,New Gurgaon,28.43919,76.98259,suv,0,9,4.22,0,13,
U02061,2024-04-21,north,Golf Course Road,28.45752,77.09638,sedan,0,6,3.83,0,32,
U02062,2025-03-19,north,Udyog Vihar,28.50274,77.09646,sedan,0,10,4.0,0,6,
U02063,2025-09-13,west,New Gurgaon,28.40526,76.97808,sedan,0,3,4.33,0,74,
U02064,2024-01-13,north,Cyber Hub,28.49667,77.09138,hatchback,1,35,4.09,0,4,0
U02065,2024-03-21,north,DLF Phase 3,28.48972,77.08633,suv,0,10,3.5,0,8,
U02066,2025-08-24,east,Sector 56,28.399,77.09523,suv,0,5,3.4,0,61,
U02067,2024-05-25,north,Golf Course Road,28.44506,77.08647,sedan,0,7,3.71,0,131,
U02068,2025-10-10,west,Palam Vihar,28.52833,77.04544,suv,1,23,4.17,0,19,0
U02069,2024-07-23,north,Cyber Hub,28.49381,77.08529,hatchback,0,3,2.33,2,54,
U02070,2024-12-29,north,Udyog Vihar,28.50567,77.08204,hatchback,1,27,4.04,0,15,0
U02071,2024-06-02,north,DLF Phase 3,28.49521,77.09191,sedan,0,8,4.0,0,81,
U02072,2024-12-17,north,DLF Phase 3,28.50058,77.10536,sedan,1,24,4.0,0,36,0
U02073,2024-06-27,north,DLF Phase 3,28.50849,77.0803,suv,1,28,3.07,3,21,1
U02074,2024-04-17,west,Palam Vihar,28.53251,77.04563,suv,0,9,3.22,1,10,
U02075,2024-11-25,south,Manesar,28.36996,76.93436,sedan,0,7,4.14,0,8,
U02076,2025-05-26,west,Palam Vihar,28.51072,77.04612,sedan,0,2,4.0,0,12,
U02077,2025-07-24,north,Cyber Hub,28.49774,77.07225,suv,1,21,4.33,0,63,1
U02078,2024-09-27,north,Cyber Hub,28.5012,77.08255,sedan,1,17,3.94,0,13,0
U02079,2025-08-15,north,Cyber Hub,28.48753,77.09203,sedan,0,10,3.2,0,74,
U02080,2025-11-12,north,Golf Course Road,28.44108,77.09799,hatchback,1,26,3.77,0,32,0
U02081,2025-08-22,north,DLF Phase 3,28.48897,77.08387,sedan,0,9,4.56,0,46,
U02082,2024-07-04,west,Sector 14,28.46431,77.03022,sedan,0,9,3.67,0,123,
U02083,2025-03-07,east,Sector 56,28.41539,77.08174,sedan,1,22,3.95,0,22,0
U02084,2024-09-11,north,Udyog Vihar,28.50582,77.07086,hatchback,0,9,3.89,0,25,
U02085,2024-02-05,north,Golf Course Road,28.43482,77.08638,sedan,0,5,3.8,0,88,
U02086,2025-08-19,north,Udyog Vihar,28.50553,77.10349,sedan,1,26,4.15,0,86,1
U02087,2025-12-02,north,Golf Course Road,28.42368,77.07465,sedan,0,12,4.17,0,103,
U02088,2025-07-13,north,DLF Phase 3,28.49052,77.09265,sedan,0,3,4.0,0,103,
U02089,2025-04-24,north,Golf Course Road,28.42928,77.09582,hatchback,0,10,4.1,0,24,
U02090,2025-01-21,north,Golf Course Road,28.45905,77.1205,hatchback,0,8,4.5,0,86,
U02091,2024-03-18,north,Golf Course Road,28.4493,77.10584,suv,0,15,4.2,0,54,
U02092,2024-12-08,north,Golf Course Road,28.45513,77.11062,sedan,0,5,4.0,0,2,
U02093,2025-01-21,north,Golf Course Road,28.43036,77.11359,sedan,0,11,3.73,0,5,
U02094,2024-03-19,south,Sohna Road,28.40197,77.05074,hatchback,0,8,3.62,0,4,
U02095,2025-02-18,south,Sohna Road,28.40624,77.03661,sedan,0,9,3.56,0,150,
U02096,2024-12-06,west,Sector 14,28.44756,77.04774,hatchback,0,5,3.6,0,76,
U02097,2024-11-29,west,Palam Vihar,28.50958,77.02192,sedan,0,8,3.12,1,142,
U02098,2024-05-17,north,DLF Phase 3,28.50948,77.0834,hatchback,0,9,3.44,1,68,
U02099,2024-03-04,west,Sector 14,28.47519,77.04287,hatchback,1,38,4.21,0,19,0
U02100,2024-04-20,north,Cyber Hub,28.49077,77.07223,hatchback,1,30,4.37,0,56,0
U02101,2025-07-02,north,DLF Phase 3,28.48307,77.09613,sedan,1,32,3.62,1,11,1
U02102,2024-10-07,north,DLF Phase 3,28.47867,77.07264,hatchback,0,12,4.33,0,157,
U02103,2025-03-04,north,DLF Phase 3,28.50672,77.10313,sedan,1,26,3.62,0,0,0
U02104,2024-02-14,north,Cyber Hub,28.50984,77.1092,hatchback,1,27,3.41,0,25,1
U02105,2024-10-15,south,Manesar,28.34461,76.9371,hatchback,0,4,3.25,0,115,
U02106,2025-06-04,east,Sector 56,28.43826,77.10369,sedan,0,6,3.83,0,35,
U02107,2025-09-16,north,Cyber Hub,28.50622,77.10763,sedan,0,10,3.1,0,4,
U02108,2025-08-04,west,Palam Vihar,28.50248,77.04005,sedan,0,7,3.43,0,60,
U02109,2024-11-22,west,Sector 14,28.47159,77.02726,suv,0,5,4.2,0,301,
U02110,2025-04-21,north,DLF Phase 3,28.49132,77.09042,hatchback,0,11,4.0,0,231,
U02111,2025-07-13,west,Palam Vihar,28.52239,77.01636,hatchback,1,22,4.0,0,25,0
U02112,2025-01-15,north,DLF Phase 3,28.49036,77.09028,sedan,0,10,3.7,0,206,
U02113,2025-10-25,north,Golf Course Road,28.45352,77.11997,suv,0,8,3.0,2,23,
U02114,2024-07-11,west,Palam Vihar,28.50277,77.05252,hatchback,0,6,4.0,0,27,
U02115,2024-09-01,north,DLF Phase 3,28.49259,77.10573,sedan,1,30,4.23,0,43,0
U02116,2024-06-28,west,New Gurgaon,28.44422,76.95929,hatchback,0,10,3.4,1,73,
U02117,2024-09-05,north,DLF Phase 3,28.49561,77.07327,hatchback,1,33,4.42,0,11,0
U02118,2025-11-10,west,Palam Vihar,28.50588,77.04248,suv,0,8,3.62,0,74,
U02119,2024-10-30,north,Udyog Vihar,28.49512,77.10172,suv,0,9,4.11,0,30,
U02120,2024-01-14,north,Golf Course Road,28.42628,77.10198,hatchback,0,9,3.89,0,99,
U02121,2025-03-28,south,Manesar,28.34885,76.94622,sedan,0,12,2.83,3,0,
U02122,2025-05-22,south,Manesar,28.35888,76.92392,suv,1,29,3.45,1,1,0
U02123,2025-06-06,west,Sector 14,28.47784,77.04556,hatchback,0,12,3.33,0,73,
U02124,2025-01-07,east,Sector 56,28.40668,77.09815,hatchback,0,16,3.81,1,25,
U02125,2025-04-30,west,New Gurgaon,28.42399,76.97575,hatchback,0,5,3.4,0,238,
U02126,2025-08-12,south,Sohna Road,28.39937,77.03422,sedan,0,6,3.5,0,3,
U02127,2025-07-23,south,Sohna Road,28.39134,77.04204,sedan,1,29,3.97,0,8,0
U02128,2024-08-10,south,Sohna Road,28.41895,77.03688,sedan,0,9,4.44,0,40,
U02129,2025-08-06,north,Cyber Hub,28.50614,77.0825,suv,0,15,3.93,0,95,
U02130,2024-06-02,south,Manesar,28.33598,76.94058,suv,1,26,4.15,0,53,0
U02131,2025-02-20,south,Sohna Road,28.42948,77.02547,sedan,1,29,4.45,0,5,0
U02132,2024-04-05,west,Palam Vihar,28.47953,77.03331,hatchback,1,28,4.43,0,35,1
U02133,2025-01-26,north,Golf Course Road,28.43881,77.09014,sedan,0,9,4.89,0,79,
U02134,2024-08-30,north,Golf Course Road,28.44606,77.08976,sedan,0,12,4.0,0,31,
U02135,2024-11-04,north,Golf Course Road,28.46788,77.10541,suv,0,12,4.08,0,66,
U02136,2025-09-15,north,Udyog Vihar,28.50913,77.09633,suv,1,27,4.26,0,24,0
U02137,2024-01-13,west,Palam Vihar,28.51454,77.04783,sedan,1,25,4.12,0,76,1
U02138,2025-07-24,west,New Gurgaon,28.41467,76.98142,suv,0,9,3.67,0,50,
U02139,2024-03-02,west,New Gurgaon,28.4125,76.97793,hatchback,0,9,4.67,0,5,
U02140,2025-04-26,north,Cyber Hub,28.49686,77.0853,sedan,0,12,3.5,0,168,
U02141,2025-10-21,north,Cyber Hub,28.48631,77.09253,hatchback,0,11,4.55,0,50,
U02142,2024-12-11,east,Sector 56,28.41186,77.10348,sedan,0,9,3.78,0,59,
U02143,2024-07-02,north,Udyog Vihar,28.51407,77.08302,hatchback,1,31,3.94,0,37,0
U02144,2025-11-21,north,Golf Course Road,28.41788,77.10561,hatchback,0,8,3.0,1,35,
U02145,2025-06-14,west,Sector 14,28.47058,77.04142,sedan,1,36,4.42,0,23,0
U02146,2025-05-02,south,Sohna Road,28.41586,77.05277,hatchback,0,9,3.56,0,5,
U02147,2025-04-06,north,Golf Course Road,28.45521,77.10845,suv,0,4,3.25,0,19,
U02148,2025-09-05,south,Sohna Road,28.4146,77.03137,hatchback,0,7,3.0,0,86,
U02149,2024-03-16,south,Manesar,28.34666,76.93158,sedan,1,24,3.62,0,46,0
U02150,2025-02-11,west,Palam Vihar,28.5017,77.02948,suv,0,6,3.83,0,46,
U02151,2024-08-19,south,Sohna Road,28.40964,77.03531,sedan,0,8,3.62,0,83,
U02152,2024-12-11,west,New Gurgaon,28.42866,76.99745,suv,0,4,4.25,0,104,
U02153,2024-02-11,north,Cyber Hub,28.49843,77.0981,sedan,0,11,3.73,0,87,
U02154,2025-05-21,north,DLF Phase 3,28.49186,77.12807,hatchback,1,33,3.03,6,115,1
U02155,2024-03-13,north,Cyber Hub,28.48658,77.07938,hatchback,1,36,3.58,1,4,0
U02156,2024-02-21,north,Udyog Vihar,28.50531,77.06725,suv,0,9,4.56,0,118,
U02157,2024-07-13,south,Manesar,28.36344,76.93749,hatchback,0,9,2.56,5,124,
U02158,2025-11-26,north,Cyber Hub,28.50258,77.0875,hatchback,0,10,3.7,0,16,
U02159,2024-03-21,north,Golf Course Road,28.43273,77.08924,hatchback,1,32,4.34,0,39,0
U02160,2025-05-05,east,Sector 56,28.41329,77.10351,sedan,1,27,3.78,0,51,0
U02161,2025-01-15,north,DLF Phase 3,28.47716,77.08193,suv,1,29,3.24,2,73,1
U02162,2025-06-02,north,Udyog Vihar,28.48154,77.10026,sedan,0,7,4.71,0,41,
U02163,2024-04-25,west,Palam Vihar,28.49778,77.03192,suv,1,21,3.62,1,54,0
U02164,2025-08-19,north,Cyber Hub,28.48137,77.08367,sedan,0,9,3.56,0,49,
U02165,2025-01-11,east,Sector 56,28.42995,77.09436,sedan,0,6,3.33,0,4,
U02166,2024-07-26,east,Sector 56,28.43688,77.11891,suv,0,6,4.33,0,110,
U02167,2024-10-08,west,New Gurgaon,28.43914,76.98169,sedan,1,25,3.12,5,45,1
U02168,2024-05-09,north,Golf Course Road,28.43399,77.07801,sedan,1,24,4.17,0,10,0
U02169,2024-06-11,south,Sohna Road,28.42117,77.03198,suv,0,7,4.29,0,184,
U02170,2025-08-02,west,Sector 14,28.48205,77.02518,hatchback,0,8,4.25,0,45,
U02171,2024-09-20,south,Sohna Road,28.39969,77.03354,sedan,1,27,4.44,0,3,0
U02172,2025-08-21,south,Manesar,28.33636,76.93986,sedan,0,9,3.33,0,158,
U02173,2024-09-19,north,Cyber Hub,28.49011,77.09151,sedan,1,26,3.35,1,20,0
U02174,2025-01-03,north,DLF Phase 3,28.50819,77.08232,hatchback,1,32,4.12,0,20,1
U02175,2025-05-06,north,Cyber Hub,28.49422,77.10553,sedan,0,9,3.22,1,22,
U02176,2025-07-20,south,Manesar,28.34333,76.94191,sedan,0,10,3.2,1,45,
U02177,2025-01-13,west,New Gurgaon,28.43822,76.99402,suv,0,12,4.33,0,101,
U02178,2024-09-27,north,Cyber Hub,28.50863,77.08006,sedan,1,28,3.79,1,78,1
U02179,2024-07-30,east,Sector 56,28.43016,77.11811,hatchback,1,26,3.92,0,2,0
U02180,2025-10-06,north,DLF Phase 3,28.49272,77.09545,suv,1,29,4.21,0,16,0
U02181,2024-07-07,north,Cyber Hub,28.47599,77.09491,suv,0,9,3.22,2,94,
U02182,2024-02-07,east,Sector 56,28.4403,77.07735,sedan,0,9,3.56,0,83,
U02183,2025-01-11,south,Sohna Road,28.40315,77.02964,sedan,1,29,3.93,0,33,0
U02184,2025-11-16,north,Golf Course Road,28.44052,77.09237,sedan,0,6,4.0,0,213,
U02185,2024-09-01,north,Cyber Hub,28.48866,77.08386,hatchback,0,10,3.5,0,48,
U02186,2024-10-26,west,Palam Vihar,28.50193,77.04487,suv,1,30,3.23,1,0,0
U02187,2025-11-11,south,Sohna Road,28.43703,77.05997,sedan,0,7,4.29,0,121,
U02188,2025-08-09,west,Sector 14,28.49049,77.01899,hatchback,0,7,3.86,0,46,
U02189,2024-11-05,east,Sector 56,28.41449,77.12502,suv,0,7,3.86,0,62,
U02190,2024-02-03,north,Cyber Hub,28.48954,77.09829,suv,1,37,4.11,0,11,0
U02191,2025-09-24,north,Cyber Hub,28.49266,77.07393,hatchback,0,12,3.83,0,97,
U02192,2024-05-11,south,Sohna Road,28.38874,77.03995,hatchback,0,4,4.0,0,45,
U02193,2025-05-05,north,Cyber Hub,28.49583,77.08948,suv,1,32,3.47,2,8,1
U02194,2025-06-04,north,Cyber Hub,28.48521,77.09036,suv,1,31,3.74,0,12,0
U02195,2025-11-26,north,Golf Course Road,28.45844,77.09336,hatchback,1,18,4.28,0,86,1
U02196,2024-10-26,north,DLF Phase 3,28.47933,77.08732,sedan,0,7,4.0,0,69,
U02197,2025-10-26,south,Sohna Road,28.42106,77.05134,hatchback,0,8,3.5,0,11,
U02198,2025-01-07,east,Sector 56,28.406,77.10981,suv,0,7,4.29,0,135,
U02199,2025-05-12,north,Golf Course Road,28.44317,77.07675,sedan,1,29,3.14,2,7,1
U02200,2025-06-16,west,Sector 14,28.48682,77.0279,suv,0,9,4.33,0,103,
U02201,2024-09-23,north,Cyber Hub,28.47115,77.08842,sedan,0,1,4.0,0,405,
U02202,2025-07-24,north,Cyber Hub,28.4989,77.09126,suv,0,8,3.62,0,149,
U02203,2024-08-02,north,Cyber Hub,28.49116,77.10319,sedan,1,24,3.67,0,24,0
U02204,2024-11-14,west,New Gurgaon,28.41467,76.97787,sedan,1,27,3.59,0,8,1
U02205,2025-02-19,south,Sohna Road,28.40766,77.03223,suv,1,21,4.0,0,25,0
U02206,2025-10-28,west,Palam Vihar,28.52229,77.04875,hatchback,1,26,3.35,3,51,1
U02207,2024-02-14,south,Sohna Road,28.4291,77.04002,sedan,1,30,4.1,0,1,0
U02208,2025-03-28,north,DLF Phase 3,28.49115,77.08924,suv,0,16,3.69,1,16,
U02209,2025-09-12,north,Golf Course Road,28.42954,77.08967,suv,0,12,4.17,0,30,
U02210,2024-06-16,south,Sohna Road,28.40928,77.04158,hatchback,0,7,4.29,0,172,
U02211,2025-06-17,north,Golf Course Road,28.46486,77.09946,sedan,0,6,4.0,0,92,
U02212,2025-04-04,east,Sector 56,28.42401,77.11184,sedan,0,7,3.57,0,34,
U02213,2025-02-03,south,Manesar,28.34261,76.93653,hatchback,1,26,2.81,7,11,1
U02214,2024-10-11,north,Cyber Hub,28.4955,77.08826,suv,0,8,3.25,1,31,
U02215,2025-05-15,north,Golf Course Road,28.43611,77.09643,hatchback,0,8,3.62,0,88,
U02216,2024-08-03,north,Golf Course Road,28.45907,77.07712,suv,0,11,3.64,0,112,
U02217,2025-09-18,north,Udyog Vihar,28.50485,77.07886,sedan,0,12,4.67,0,13,
U02218,2025-10-12,north,Cyber Hub,28.48853,77.07336,sedan,0,7,4.29,0,155,
U02219,2024-02-05,west,New Gurgaon,28.41918,76.98331,hatchback,0,4,3.75,0,10,
U02220,2024-04-11,east,Sector 56,28.40376,77.10601,hatchback,0,15,4.33,0,20,
U02221,2025-07-31,north,DLF Phase 3,28.4914,77.08722,hatchback,0,13,4.54,0,19,
U02222,2024-09-19,east,Sector 56,28.42912,77.09362,sedan,0,5,3.6,0,182,
U02223,2024-03-04,north,Cyber Hub,28.49283,77.07986,suv,1,31,3.03,3,23,0
U02224,2025-02-23,south,Sohna Road,28.38064,77.02637,suv,1,30,3.63,0,18,0
U02225,2025-11-11,east,Sector 56,28.45024,77.10212,hatchback,0,11,4.55,0,214,
U02226,2024-01-01,north,Cyber Hub,28.50673,77.0891,hatchback,0,6,4.0,0,43,
U02227,2025-09-05,north,Cyber Hub,28.49507,77.08394,sedan,0,11,4.36,0,39,
U02228,2025-10-31,south,Manesar,28.34252,76.93828,suv,1,22,4.05,0,9,0
U02229,2025-06-24,south,Sohna Road,28.39255,77.05077,suv,1,31,3.77,2,72,1
U02230,2024-12-31,north,DLF Phase 3,28.50728,77.08008,suv,1,26,4.23,0,26,1
U02231,2024-06-21,north,Golf Course Road,28.42336,77.08397,suv,0,6,4.0,0,209,
U02232,2025-10-01,north,Cyber Hub,28.49008,77.09923,sedan,0,12,3.58,0,10,
U02233,2025-01-29,north,Cyber Hub,28.48571,77.08433,hatchback,0,11,3.55,0,18,
U02234,2024-11-09,north,Cyber Hub,28.49165,77.08485,hatchback,1,30,4.5,0,78,1
U02235,2024-06-27,south,Manesar,28.38104,76.93796,hatchback,1,28,3.57,0,19,0
U02236,2024-05-02,north,Golf Course Road,28.44129,77.10606,sedan,0,9,4.56,0,102,
U02237,2024-07-26,north,Cyber Hub,28.48155,77.09802,hatchback,0,6,4.33,0,117,
